,000852.SH,000905.SH,000300.SH,NH0100.NHF,Bond
2016-03-31,8447.1793,6155.8138,3218.0879,939.03,2.8419
2016-04-01,8389.2866,6124.5278,3221.8948,950.23,2.8422
2016-04-05,8635.6667,6286.5826,3264.4858,949.64,2.8637
2016-04-06,8691.2299,6323.4342,3257.5276,943.2,2.8689
2016-04-07,8549.5129,6228.9737,3209.2902,944.2,2.9049
2016-04-08,8484.1743,6168.7419,3185.7258,941.01,2.9158
2016-04-11,8677.4091,6304.3004,3230.0957,959.82,2.9091
2016-04-12,8608.3738,6252.7729,3218.4497,977.43,2.91
2016-04-13,8729.8406,6344.2255,3261.3831,991.36,2.9271
2016-04-14,8837.0181,6401.8545,3275.8321,992.86,2.9352
2016-04-15,8841.0945,6384.3496,3272.2053,981.57,2.9151
2016-04-18,8715.8501,6281.2024,3228.4531,1001.5,2.9047
2016-04-19,8754.5044,6308.229,3238.3029,1016.96,2.906
2016-04-20,8312.2012,6022.2126,3181.0264,1042.37,2.9258
2016-04-21,8198.5109,5970.682,3160.6033,1073.21,2.9208
2016-04-22,8282.424,6011.3201,3174.9012,1053.88,2.9309
2016-04-25,8232.4778,5978.0772,3162.0331,1066.34,2.9362
2016-04-26,8343.4215,6046.7734,3179.1605,1057.16,2.9212
2016-04-27,8323.4579,6016.699,3165.9156,1047.1,2.9108
2016-04-28,8303.5569,5990.3285,3160.5809,1038.48,2.8863
2016-04-29,8291.6985,5985.594,3156.7451,1054.23,2.8913
2016-05-03,8558.5784,6167.4537,3213.5397,1046.39,2.889
2016-05-04,8565.1143,6169.7826,3209.4614,1032.98,2.8965
2016-05-05,8628.7405,6203.8166,3213.9199,1017.08,2.9017
2016-05-06,8276.0331,5961.489,3130.3544,1006.65,2.9016
2016-05-09,7918.1483,5743.6473,3065.6154,982.43,2.8818
2016-05-10,7898.6624,5738.8961,3069.1124,983.53,2.9
2016-05-11,7823.9797,5723.4104,3082.8086,989.05,2.9075
2016-05-12,7821.9121,5726.4555,3090.1372,985.37,2.8975
2016-05-13,7806.9568,5714.3107,3074.9351,962.99,2.905
2016-05-16,7961.1464,5812.5423,3095.3085,967.58,2.9275
2016-05-17,7961.502,5790.3416,3086.0249,986.19,2.93
2016-05-18,7711.9546,5631.1927,3068.0358,971.35,2.955
2016-05-19,7767.3154,5666.7331,3062.5002,965.71,2.96
2016-05-20,7860.1279,5732.9018,3078.2183,972.79,2.95
2016-05-23,7995.5813,5809.4761,3087.2225,943.57,2.955
2016-05-24,7913.6754,5743.1782,3063.5556,934.07,2.935
2016-05-25,7889.7299,5715.1834,3059.2259,931.17,2.9401
2016-05-26,7929.4676,5744.3876,3064.2111,951.68,2.9401
2016-05-27,7912.8637,5739.5897,3062.4993,954.18,2.9451
2016-05-30,7867.5968,5711.3152,3066.7095,957.41,2.9776
2016-05-31,8197.5567,5947.3224,3169.5598,954.7,2.9851
2016-06-01,8270.5166,5973.7799,3160.547,953.7402,2.9952
2016-06-02,8369.432,6013.8942,3167.0997,955.1075,3.0127
2016-06-03,8391.7632,6032.603,3189.3255,963.6838,3.0152
2016-06-06,8422.4718,6051.8595,3178.7883,977.5743,3.0041
2016-06-07,8434.6689,6045.3571,3177.0536,987.3741,3.0071
2016-06-08,8431.8915,6023.8776,3163.9864,984.169,3.0077
2016-06-12,,,,,3.0053
2016-06-13,8000.8185,5746.4438,3066.3413,997.0829,2.9979
2016-06-14,8038.589,5762.7612,3075.9834,991.5359,2.9654
2016-06-15,8340.5394,5952.846,3116.3682,981.0002,2.9604
2016-06-16,8358.0342,5930.5454,3094.6748,987.7943,2.9455
2016-06-17,8414.5075,5964.2724,3110.3572,985.4752,2.9379
2016-06-20,8457.9315,5985.5691,3112.6744,998.9321,2.9481
2016-06-21,8350.7618,5916.8032,3106.3175,1002.3126,2.9405
2016-06-22,8513.5431,6008.8857,3133.9611,1004.6035,2.9307
2016-06-23,8495.78,5978.1737,3117.3168,1013.5774,2.9307
2016-06-24,8428.8227,5903.6202,3077.1554,1009.3736,2.8808
2016-06-27,8646.161,6044.2191,3120.5443,1045.4253,2.831
2016-06-28,8730.197,6107.5105,3136.4013,1058.2241,2.861
2016-06-29,8745.815,6120.2021,3151.3898,1056.315,2.8586
2016-06-30,8741.0992,6123.4939,3153.921,1074.3693,2.8411
2016-07-01,8710.5174,6111.5385,3154.2003,1076.3638,2.8038
2016-07-04,8874.0708,6231.8811,3204.6962,1110.3386,2.8314
2016-07-05,8914.8403,6269.5046,3207.3827,1097.3091,2.8514
2016-07-06,8947.1372,6297.3969,3216.8035,1079.1108,2.8365
2016-07-07,8954.2756,6319.7926,3209.9542,1069.8664,2.8066
2016-07-08,8939.2585,6299.8533,3192.2804,1058.2239,2.8016
2016-07-11,8874.9964,6312.4988,3203.3298,1069.37,2.8268
2016-07-12,8943.0645,6395.1448,3273.1823,1093.72,2.8368
2016-07-13,9023.2366,6446.5634,3282.8681,1100.92,2.8494
2016-07-14,9042.763,6455.5827,3276.7637,1105.99,2.8395
2016-07-15,8982.8857,6441.0159,3276.2775,1102.99,2.8271
2016-07-18,8937.8551,6412.0731,3262.0222,1074.04,2.8271
2016-07-19,8996.8328,6431.9383,3248.2341,1073.83,2.8197
2016-07-20,8997.8904,6417.9223,3237.6051,1072.24,2.7996
2016-07-21,9007.5537,6442.7093,3252.5227,1090.45,2.7806
2016-07-22,8931.9659,6390.9254,3225.1621,1073.49,2.7907
2016-07-25,8925.3406,6408.7831,3230.885,1077.7,2.8068
2016-07-26,9035.557,6494.4743,3269.5882,1076.75,2.7913
2016-07-27,8602.9204,6229.2885,3218.243,1085.16,2.7967
2016-07-28,8571.5646,6243.2883,3221.1365,1095.87,2.7867
2016-07-29,8501.0902,6202.8923,3203.9304,1079.34,2.7768
2016-08-01,8363.6101,6109.2782,3176.8091,1104.47,2.783
2016-08-02,8445.78,6168.5088,3189.0529,1104.17,2.7792
2016-08-03,8482.1982,6198.3885,3193.5073,1103.02,2.7718
2016-08-04,8553.0058,6238.2309,3201.2888,1094.06,2.7694
2016-08-05,8505.3638,6203.2872,3205.1101,1110.96,2.7534
2016-08-08,8607.3981,6290.7562,3234.1833,1118.12,2.7472
2016-08-09,8699.3882,6341.5497,3256.9813,1114.43,2.7125
2016-08-10,8671.7783,6318.2681,3243.3409,1114.51,2.695
2016-08-11,8531.6919,6226.3129,3233.3604,1108.23,2.6875
2016-08-12,8615.0533,6299.0915,3294.2337,1113.84,2.6701
2016-08-15,8807.832,6442.5272,3393.4239,1111.95,2.6401
2016-08-16,8877.0657,6468.8946,3378.2451,1124.42,2.6651
2016-08-17,8911.7475,6488.3648,3373.0476,1118.96,2.6901
2016-08-18,8908.3247,6490.408,3364.4851,1122.48,2.6801
2016-08-19,8923.3628,6499.5548,3365.0197,1124.31,2.7001
2016-08-22,8810.8425,6420.3544,3336.7949,1113.83,2.6801
2016-08-23,8820.2101,6428.6978,3341.8298,1122.14,2.7201
2016-08-24,8850.511,6435.0586,3329.8631,1118.52,2.7301
2016-08-25,8784.5844,6382.5704,3308.9721,1105.53,2.7201
2016-08-26,8814.4644,6410.7335,3307.0902,1097.47,2.6927
2016-08-29,8836.9934,6427.5291,3307.7812,1089.24,2.7064
2016-08-30,8838.4637,6425.7543,3311.9872,1085.35,2.7527
2016-08-31,8838.3802,6434.2103,3327.7938,1074.25,2.7425
2016-09-01,8770.7509,6381.4755,3301.5767,1080.75,2.7452
2016-09-02,8724.9417,6356.9538,3314.1142,1086.11,2.7452
2016-09-05,8761.9617,6391.7923,3319.6803,1094.58,2.7503
2016-09-06,8906.8682,6492.9722,3342.6259,1101.58,2.7628
2016-09-07,8897.7972,6494.3159,3340.8172,1091.64,2.7853
2016-09-08,8938.4306,6517.9835,3339.564,1094.59,2.7753
2016-09-09,8872.3135,6471.053,3318.044,1091.54,2.7678
2016-09-12,8587.3986,6291.6364,3262.6043,1070.73,2.7916
2016-09-13,8656.6797,6320.0315,3260.333,1071.29,2.7654
2016-09-14,8618.1493,6278.158,3238.7299,1068.6,2.7579
2016-09-18,,,,,2.7655
2016-09-19,8716.4859,6344.181,3263.1242,1082.0,2.7605
2016-09-20,8712.2831,6342.0328,3257.4034,1092.13,2.7431
2016-09-21,8731.9994,6343.7541,3266.6363,1095.7,2.7518
2016-09-22,8770.0946,6385.6353,3291.1211,1100.5,2.7456
2016-09-23,8729.6107,6370.5834,3275.6665,1105.83,2.7318
2016-09-26,8544.1762,6241.5157,3220.2838,1106.38,2.7157
2016-09-27,8604.0991,6286.9093,3240.7546,1101.83,2.7144
2016-09-28,8592.1261,6281.2838,3230.8904,1102.59,2.7244
2016-09-29,8618.606,6298.7911,3244.3874,1106.71,2.7282
2016-09-30,8661.019,6328.0856,3253.2848,1103.13,2.7258
2016-10-08,,,,,2.7047
2016-10-09,,,,,2.676
2016-10-10,8842.818,6447.6934,3293.8689,1112.35,2.6735
2016-10-11,8903.459,6486.4254,3306.5573,1127.03,2.6835
2016-10-12,8915.4406,6482.7379,3300.0099,1127.94,2.7098
2016-10-13,8929.511,6484.831,3302.6455,1121.48,2.701
2016-10-14,8913.6951,6469.4915,3305.8481,1131.7,2.6952
2016-10-17,8832.0944,6413.1487,3277.8787,1141.73,2.6904
2016-10-18,8966.6907,6509.2821,3321.3324,1149.09,2.6965
2016-10-19,8954.2026,6495.2574,3316.2407,1144.15,2.6664
2016-10-20,8995.4099,6498.2375,3318.6044,1151.94,2.6518
2016-10-21,8943.0111,6475.2807,3327.74,1150.11,2.6451
2016-10-24,9000.7027,6539.4661,3367.5778,1163.66,2.6595
2016-10-25,9039.4803,6563.3539,3367.4547,1184.21,2.6859
2016-10-26,9000.7596,6530.3898,3354.8003,1185.64,2.72
2016-10-27,8997.0159,6517.3594,3345.695,1184.3,2.7068
2016-10-28,8914.6166,6455.8349,3340.1262,1203.37,2.7027
2016-10-31,8910.5081,6452.2058,3336.2778,1214.09,2.7425
2016-11-01,9006.7893,6507.95,3359.0515,1212.34,2.7375
2016-11-02,8946.7436,6455.1295,3333.3524,1199.58,2.7372
2016-11-03,9004.8546,6483.7322,3365.085,1212.63,2.7301
2016-11-04,8979.9261,6462.5928,3354.1749,1211.46,2.7339
2016-11-07,8975.566,6468.8171,3356.5916,1244.07,2.7475
2016-11-08,9030.7309,6503.1781,3371.1177,1251.07,2.7634
2016-11-09,8967.5963,6453.5718,3353.0547,1287.1,2.7651
2016-11-10,9083.8442,6536.9651,3390.6119,1314.56,2.7926
2016-11-11,9121.5092,6583.8864,3417.2211,1350.79,2.815
2016-11-14,9152.1653,6615.0071,3430.2482,1304.38,2.8577
2016-11-15,9197.8606,6640.4616,3429.8697,1278.5,2.8501
2016-11-16,9211.9488,6644.1878,3429.5921,1296.56,2.8652
2016-11-17,9174.4386,6636.469,3436.535,1290.97,2.9055
2016-11-18,9146.2138,6602.3265,3417.4554,1276.93,2.8901
2016-11-21,9167.4921,6611.5399,3441.1106,1297.42,2.8851
2016-11-22,9244.2118,6661.246,3468.3637,1334.55,2.8689
2016-11-23,9180.011,6631.1733,3474.7289,1335.5,2.8451
2016-11-24,9116.5664,6623.0489,3488.7402,1345.45,2.8502
2016-11-25,9134.8153,6652.8177,3521.2984,1360.06,2.865
2016-11-28,9133.9097,6670.8035,3535.0807,1390.78,2.8502
2016-11-29,9031.2898,6620.7949,3564.0404,1349.35,2.8906
2016-11-30,9014.913,6585.5776,3538.001,1322.69,2.9502
2016-12-01,9055.9856,6624.4657,3565.036,1349.13,2.9893
2016-12-02,8900.4144,6520.9745,3528.9547,1338.85,2.9895
2016-12-05,8851.5163,6486.0173,3469.4073,1365.54,3.0302
2016-12-06,8871.7288,6490.8897,3459.1533,1367.66,3.1151
2016-12-07,8969.1357,6558.0247,3475.7473,1404.35,3.0877
2016-12-08,8914.5121,6527.4338,3470.1426,1391.56,3.0753
2016-12-09,8881.3429,6513.9155,3493.7004,1388.15,3.0853
2016-12-12,8397.4837,6249.0784,3409.1794,1401.86,3.1458
2016-12-13,8433.5874,6278.1793,3405.0355,1415.35,3.1863
2016-12-14,8378.0562,6239.4989,3378.9453,1398.38,3.2186
2016-12-15,8467.7081,6280.3981,3340.4338,1401.72,3.3315
2016-12-16,8559.9905,6318.5239,3346.0305,1384.04,3.2803
2016-12-19,8551.3258,6320.7324,3328.9827,1360.0,3.3316
2016-12-20,8546.1909,6300.6383,3309.0641,1341.94,3.3739
2016-12-21,8609.4052,6347.6058,3338.536,1348.07,3.2815
2016-12-22,8607.9453,6341.7879,3335.672,1314.22,3.1908
2016-12-23,8509.361,6281.9966,3307.5991,1314.46,3.1769
2016-12-26,8547.0972,6294.7546,3322.4006,1293.15,3.1551
2016-12-27,8555.9901,6288.8594,3316.3852,1311.55,3.1628
2016-12-28,8521.3751,6270.2395,3301.8887,1316.42,3.1223
2016-12-29,8488.2972,6252.6076,3297.7648,1321.85,3.0471
2016-12-30,8490.8611,6263.6256,3310.0808,1304.58,3.0115
2016-12-31,,,,,3.0115
2017-01-03,8565.1363,6320.7626,3342.2272,1292.61,3.1054
2017-01-04,8669.9492,6394.6694,3368.3117,1299.11,3.1823
2017-01-05,8670.7612,6399.2841,3367.7892,1300.71,3.2086
2017-01-06,8609.8985,6371.6168,3347.6665,1290.73,3.1953
2017-01-09,8653.8468,6415.4176,3363.9014,1322.41,3.1692
2017-01-10,8609.5533,6393.9283,3358.2716,1343.68,3.1792
2017-01-11,8519.845,6331.9638,3334.4954,1353.61,3.2055
2017-01-12,8443.2609,6272.851,3317.6241,1361.66,3.1888
2017-01-13,8286.2411,6194.6575,3319.9122,1367.51,3.2022
2017-01-16,7931.9554,6031.2414,3319.4455,1410.21,3.2496
2017-01-17,8028.6514,6082.0657,3326.3563,1384.39,3.2692
2017-01-18,7989.1406,6068.593,3339.3653,1387.32,3.2682
2017-01-19,7955.3917,6043.675,3329.2891,1384.73,3.2584
2017-01-20,8087.7723,6121.9983,3354.8891,1360.74,3.244
2017-01-22,,,,,3.255
2017-01-23,8169.1089,6172.1671,3364.0808,1368.45,3.2429
2017-01-24,8123.5863,6165.2642,3364.4509,1388.61,3.2837
2017-01-25,8150.5957,6179.5681,3375.9042,1389.24,3.3463
2017-01-26,8205.8706,6223.7061,3387.9606,1406.75,3.3465
2017-02-03,8182.2785,6207.0921,3364.4923,1368.89,3.4214
2017-02-04,,,,,3.4099
2017-02-06,8280.0082,6259.2471,3373.2051,1368.57,3.4905
2017-02-07,8282.3749,6255.927,3365.6849,1381.6,3.4866
2017-02-08,8342.4339,6291.5977,3383.2878,1393.83,3.4591
2017-02-09,8410.2611,6331.1771,3396.2924,1386.47,3.4148
2017-02-10,8380.7863,6337.1081,3413.4868,1411.07,3.4368
2017-02-13,8432.9571,6369.6526,3436.275,1448.18,3.4192
2017-02-14,8423.8355,6374.8852,3435.8042,1448.47,3.4107
2017-02-15,8344.0744,6311.6959,3421.7131,1423.31,3.4058
2017-02-16,8397.5621,6359.3361,3440.9331,1409.25,3.3559
2017-02-17,8324.4171,6307.1627,3421.4419,1413.38,3.3311
2017-02-20,8397.2435,6385.0625,3471.3926,1424.26,3.2812
2017-02-21,8479.6076,6434.4383,3482.823,1424.36,3.3013
2017-02-22,8510.3052,6474.225,3489.7567,1411.94,3.2839
2017-02-23,8512.7047,6473.993,3473.3236,1392.66,3.2714
2017-02-24,8543.4486,6476.1655,3473.8517,1396.0,3.2916
2017-02-27,8476.9064,6424.2549,3446.2228,1406.31,3.2871
2017-02-28,8508.0859,6450.9701,3452.8103,1390.41,3.2921
2017-03-01,8526.4715,6467.6385,3458.4376,1407.68,3.3252
2017-03-02,8471.44,6434.6262,3435.0963,1410.13,3.3483
2017-03-03,8505.4516,6452.839,3427.8628,1406.26,3.3573
2017-03-06,8608.1538,6517.3235,3446.484,1397.57,3.3615
2017-03-07,8624.4654,6523.1868,3453.9565,1394.05,3.3643
2017-03-08,8589.8697,6497.0878,3448.7313,1366.22,3.4088
2017-03-09,8535.5563,6439.3822,3426.9438,1354.35,3.4151
2017-03-10,8537.7803,6447.9165,3427.8916,1345.43,3.4156
2017-03-13,8598.5181,6507.8964,3458.098,1372.1,3.3851
2017-03-14,8581.7132,6493.4846,3456.6934,1364.07,3.3653
2017-03-15,8574.0297,6486.0616,3463.6436,1379.34,3.3524
2017-03-16,8664.9807,6543.3407,3481.5066,1387.79,3.3097
2017-03-17,8603.8652,6483.2463,3445.8051,1383.39,3.3124
2017-03-20,8634.8437,6498.3416,3449.6126,1385.49,3.3141
2017-03-21,8639.5664,6515.9458,3466.3468,1368.19,3.3141
2017-03-22,8592.5076,6499.7928,3450.0502,1346.57,3.3068
2017-03-23,8590.9601,6512.1874,3461.9782,1352.3,3.3034
2017-03-24,8602.2898,6546.615,3489.5997,1347.51,3.2529
2017-03-27,8586.9104,6516.0326,3478.0385,1319.95,3.2451
2017-03-28,8558.072,6498.6902,3469.8093,1321.48,3.2626
2017-03-29,8488.2171,6480.543,3465.1933,1347.31,3.2695
2017-03-30,8315.0453,6375.7437,3436.758,1335.25,3.289
2017-03-31,8339.1462,6401.6479,3456.0455,1332.49,3.2828
2017-04-01,,,,,3.273
2017-04-05,8522.0098,6539.9665,3503.8932,1351.87,3.3102
2017-04-06,8543.663,6559.6526,3514.0469,1351.46,3.3109
2017-04-07,8544.747,6578.726,3517.4634,1322.9,3.2966
2017-04-10,8449.1568,6566.5441,3505.1392,1314.67,3.3166
2017-04-11,8514.4359,6629.1661,3517.328,1307.49,3.3209
2017-04-12,8444.3937,6576.4761,3509.4387,1286.53,3.3283
2017-04-13,8470.3131,6615.7042,3514.5662,1294.93,3.322
2017-04-14,8345.6516,6528.1624,3486.5045,1286.61,3.3599
2017-04-17,8220.6567,6456.598,3479.9417,1287.29,3.416
2017-04-18,8136.409,6418.2114,3462.7429,1269.05,3.4064
2017-04-19,8033.5026,6350.6465,3445.8761,1266.92,3.4065
2017-04-20,7987.6508,6347.7732,3461.5481,1278.39,3.424
2017-04-21,7945.39,6300.7128,3466.7865,1285.7,3.4614
2017-04-24,7698.2848,6138.5049,3431.2587,1279.35,3.4991
2017-04-25,7723.9994,6160.4612,3440.9743,1275.07,3.4568
2017-04-26,7751.9441,6176.3981,3445.1832,1273.45,3.4519
2017-04-27,7799.1219,6192.3044,3446.7202,1282.4,3.4494
2017-04-28,7842.0823,6211.8624,3439.753,1294.14,3.4668
2017-05-02,7845.4678,6216.115,3426.5766,1306.89,3.487
2017-05-03,7830.6375,6197.4779,3413.1282,1297.15,3.5219
2017-05-04,7804.5795,6176.3053,3404.3864,1255.24,3.5517
2017-05-05,7700.2646,6089.6828,3382.5502,1238.18,3.5592
2017-05-08,7555.2827,5975.5395,3358.8125,1243.58,3.6042
2017-05-09,7602.9617,6012.0016,3352.5324,1247.16,3.6325
2017-05-10,7451.7759,5885.841,3337.7007,1249.09,3.69
2017-05-11,7387.1534,5872.6391,3356.6459,1255.56,3.64
2017-05-12,7371.3016,5863.7832,3385.3787,1240.78,3.6525
2017-05-15,7391.6054,5893.5075,3399.1937,1254.85,3.61
2017-05-16,7549.7649,6014.7344,3428.6491,1259.26,3.6225
2017-05-17,7570.4388,6027.6504,3409.9656,1271.02,3.6275
2017-05-18,7519.1915,5976.2998,3398.1127,1262.4,3.6075
2017-05-19,7510.1064,5974.9772,3403.8492,1282.62,3.625
2017-05-22,7372.79,5888.8127,3411.2387,1290.99,3.6601
2017-05-23,7138.2383,5764.8759,3424.194,1288.06,3.6725
2017-05-24,7172.143,5799.2499,3424.1669,1271.92,3.6601
2017-05-25,7232.6313,5850.8006,3485.6581,1272.34,3.6476
2017-05-26,7233.3384,5836.9338,3480.4345,1267.18,3.6501
2017-05-27,,,,,3.6499
2017-05-31,7212.6958,5824.1042,3492.8845,1223.39,3.6102
2017-06-01,7016.304,5709.9994,3497.7382,1224.19,3.6152
2017-06-02,7094.4274,5772.5174,3486.5074,1215.56,3.6277
2017-06-05,7160.5273,5815.8022,3468.7538,1219.12,3.6152
2017-06-06,7197.6176,5841.5232,3492.8816,1219.44,3.6328
2017-06-07,7347.5974,5955.0153,3533.8718,1221.33,3.6427
2017-06-08,7342.4822,5958.977,3560.9786,1221.87,3.6478
2017-06-09,7348.5208,5969.2741,3576.1703,1224.95,3.6303
2017-06-12,7246.7127,5902.8551,3574.3894,1237.3,3.5841
2017-06-13,7352.9763,5980.0566,3582.2674,1217.01,3.5754
2017-06-14,7362.8557,5966.4314,3535.2987,1241.36,3.5354
2017-06-15,7455.3876,6021.1651,3528.7926,1234.74,3.5554
2017-06-16,7442.9532,6012.9996,3518.7611,1238.67,3.568
2017-06-19,7489.7603,6057.4115,3553.6653,1248.14,3.5006
2017-06-20,7503.8007,6066.9046,3546.494,1245.61,3.4881
2017-06-21,7504.1922,6078.1925,3587.955,1242.88,3.5406
2017-06-22,7371.9617,5992.3352,3590.3425,1236.18,3.5607
2017-06-23,7376.6653,6010.3137,3622.8831,1250.33,3.5457
2017-06-26,7462.0958,6111.6406,3668.0919,1253.63,3.5134
2017-06-27,7474.0329,6113.1658,3674.7152,1268.68,3.5084
2017-06-28,7423.4682,6086.2112,3646.1666,1273.93,3.5333
2017-06-29,7456.6719,6116.9932,3668.8279,1295.11,3.5483
2017-06-30,7465.7623,6138.1556,3666.7977,1294.04,3.5683
2017-07-03,7537.106,6177.3953,3650.8463,1312.75,3.6033
2017-07-04,7523.6952,6146.8527,3619.9841,1286.17,3.6009
2017-07-05,7588.087,6193.9641,3659.6795,1293.94,3.576
2017-07-06,7601.7853,6201.6535,3660.0967,1297.88,3.566
2017-07-07,7623.3803,6226.0108,3655.9293,1303.19,3.5897
2017-07-10,7577.8179,6206.5568,3653.6868,1301.52,3.5911
2017-07-11,7484.0582,6128.9942,3670.8086,1321.15,3.5836
2017-07-12,7474.3329,6132.9922,3658.8236,1325.61,3.5749
2017-07-13,7474.2995,6149.9337,3686.9205,1332.01,3.5643
2017-07-14,7433.1796,6128.7397,3703.094,1321.47,3.5637
2017-07-17,7048.5352,5876.4592,3663.5575,1341.15,3.5626
2017-07-18,7109.6,5938.4342,3667.1807,1346.23,3.5851
2017-07-19,7202.8053,6059.3582,3729.7466,1364.02,3.5901
2017-07-20,7244.9003,6099.2835,3747.8843,1354.41,3.574
2017-07-21,7252.7072,6126.1083,3728.5976,1360.1,3.5829
2017-07-24,7292.6485,6167.1282,3743.4686,1345.26,3.5769
2017-07-25,7278.8429,6153.5984,3719.559,1363.02,3.592
2017-07-26,7289.8774,6146.7028,3705.3884,1357.24,3.617
2017-07-27,7383.1148,6184.0207,3712.1947,1365.56,3.6021
2017-07-28,7386.2077,6215.4633,3721.8914,1353.89,3.6034
2017-07-31,7444.9572,6298.0004,3737.8732,1385.33,3.626
2017-08-01,7452.9334,6286.5362,3770.3828,1379.41,3.6373
2017-08-02,7389.5098,6251.8627,3760.8525,1381.12,3.6311
2017-08-03,7424.1071,6261.9676,3727.8264,1374.57,3.6262
2017-08-04,7389.1455,6225.1151,3707.5796,1388.48,3.6262
2017-08-07,7445.1799,6303.4209,3726.7948,1398.28,3.6626
2017-08-08,7470.6933,6303.716,3732.2129,1404.43,3.6538
2017-08-09,7495.3878,6340.022,3731.044,1428.77,3.66
2017-08-10,7441.2365,6289.2174,3715.9208,1427.58,3.6375
2017-08-11,7328.4015,6161.1903,3647.3503,1402.52,3.6163
2017-08-14,7474.6438,6292.6418,3694.6831,1396.64,3.5925
2017-08-15,7507.2913,6314.7608,3706.0566,1395.04,3.5801
2017-08-16,7544.387,6318.7986,3701.4207,1390.19,3.5988
2017-08-17,7614.2121,6366.034,3721.277,1428.29,3.5926
2017-08-18,7576.0546,6347.7557,3724.6748,1440.99,3.5951
2017-08-21,7631.75,6403.7803,3740.9941,1455.06,3.6181
2017-08-22,7585.1122,6375.9814,3752.298,1467.67,3.6201
2017-08-23,7534.4608,6322.7819,3756.0884,1448.54,3.6152
2017-08-24,7486.0579,6278.59,3734.6458,1458.11,3.6252
2017-08-25,7559.3055,6346.5305,3795.7544,1472.5,3.6327
2017-08-28,7642.6463,6424.5841,3842.7119,1469.44,3.6502
2017-08-29,7623.255,6408.1567,3834.5376,1455.64,3.6303
2017-08-30,7654.3722,6453.4636,3834.3005,1451.47,3.6303
2017-08-31,7679.871,6470.4259,3822.0928,1458.05,3.6265
2017-09-01,7739.9053,6526.5046,3830.5383,1472.79,3.6353
2017-09-04,7798.1786,6564.6804,3845.6163,1473.43,3.6454
2017-09-05,7800.5374,6571.8591,3857.0464,1482.63,3.6641
2017-09-06,7858.2849,6607.1176,3849.4499,1472.84,3.6554
2017-09-07,7823.3992,6558.5963,3829.8713,1463.26,3.6155
2017-09-08,7838.7959,6574.1826,3825.9895,1447.17,3.6005
2017-09-11,7920.6904,6649.6276,3825.6453,1447.08,3.6156
2017-09-12,7899.4235,6644.0118,3837.9341,1459.91,3.6181
2017-09-13,7928.751,6684.3798,3842.6061,1442.8,3.6356
2017-09-14,7916.6655,6672.1849,3829.9554,1424.9,3.5982
2017-09-15,7880.5664,6622.0438,3831.2965,1410.68,3.5982
2017-09-18,7941.6827,6669.4548,3843.1428,1403.05,3.622
2017-09-19,7905.705,6636.0201,3832.1161,1391.58,3.6158
2017-09-20,7975.3898,6692.4724,3842.4353,1398.29,3.6209
2017-09-21,7886.5153,6612.0456,3837.8176,1366.83,3.6334
2017-09-22,7849.7265,6572.0096,3837.7304,1357.15,3.6209
2017-09-25,7731.7977,6489.8441,3817.7915,1361.33,3.5985
2017-09-26,7746.2385,6520.7175,3820.7816,1363.33,3.6172
2017-09-27,7810.234,6583.1401,3821.2,1366.96,3.6235
2017-09-28,7768.3752,6567.7915,3822.5386,1333.69,3.6136
2017-09-29,7842.5861,6603.2587,3836.5013,1347.75,3.6136
2017-09-30,,,,,3.6136
2017-10-09,7941.1804,6678.371,3882.2076,1342.73,3.6477
2017-10-10,7994.4594,6705.4812,3889.8637,1330.48,3.647
2017-10-11,7961.1104,6666.4696,3902.6868,1327.88,3.654
2017-10-12,7940.1376,6659.0957,3912.9536,1346.35,3.6765
2017-10-13,7972.4194,6709.8164,3921.0017,1373.53,3.674
2017-10-16,7819.5861,6619.2056,3913.4462,1384.11,3.7054
2017-10-17,7805.0681,6612.9428,3913.0688,1370.72,3.7409
2017-10-18,7730.2716,6563.4369,3944.1626,1366.82,3.7366
2017-10-19,7656.0557,6501.3999,3931.2495,1343.94,3.7167
2017-10-20,7751.428,6571.424,3926.852,1375.84,3.7217
2017-10-23,7793.5367,6612.7637,3930.7981,1356.57,3.7231
2017-10-24,7752.9235,6603.0042,3959.3953,1360.12,3.722
2017-10-25,7799.7488,6647.892,3976.949,1360.24,3.7768
2017-10-26,7830.1058,6671.9288,3993.5752,1357.34,3.7769
2017-10-27,7770.7127,6630.8067,4021.9676,1337.63,3.8266
2017-10-30,7574.6548,6511.7616,4009.7218,1333.74,3.9115
2017-10-31,7631.5334,6560.2054,4006.7179,1334.1,3.8917
2017-11-01,7635.4351,6552.9545,3996.6221,1339.93,3.863
2017-11-02,7542.3547,6484.9258,3997.1343,1357.76,3.8718
2017-11-03,7476.981,6426.9799,3992.6979,1356.34,3.8816
2017-11-06,7551.3531,6511.0958,4020.8896,1380.85,3.8694
2017-11-07,7596.1679,6551.9363,4054.2465,1384.74,3.8813
2017-11-08,7617.5246,6561.6897,4048.0057,1380.6,3.8725
2017-11-09,7656.668,6611.3517,4075.8998,1382.18,3.8863
2017-11-10,7669.971,6641.2164,4111.9112,1382.52,3.9
2017-11-13,7681.6349,6671.2054,4128.0733,1389.26,3.95
2017-11-14,7627.4935,6614.5136,4099.351,1393.34,3.9525
2017-11-15,7556.4211,6537.6563,4073.6696,1364.59,3.95
2017-11-16,7535.5894,6558.3085,4105.0122,1367.49,3.9225
